id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
103527,Entire home/apt in Hell's Kitchen,400398,Maria,Manhattan,Hell's Kitchen,40.77314,-73.95027,Entire home/apt,203.0,2,10,2019-08-15,0.0,3,95
103528,Entire home/apt in Flatbush,237112,Maria,Brooklyn,Flatbush,40.69268,-73.91859,Entire home/apt,91.0,1,8,2019-04-15,0.13,2,65
103529,Private room in Financial District,298821,Alex,Manhattan,Financial District,40.74668,-73.96611,Private room,100.0,4,12,2019-05-15,0.44,1,261
103530,Private room in Flatbush,613854,Wei,Brooklyn,Flatbush,40.68003,-73.91277,Private room,87.0,4,8,2019-03-15,0.0,6,0
103531,Entire home/apt in Upper East Side,266094,Priya,Manhattan,Upper East Side,40.7836,-73.94937,Entire home/apt,211.0,3,10,2019-06-15,0.02,1,125
103532,Private room in Bedford-Stuyvesant,347836,Fatima,Brooklyn,Bedford-Stuyvesant,40.6735,-73.94621,Private room,97.0,3,3,2019-03-15,0.52,3,365
103533,Private room in Williamsburg,779907,Maria,Brooklyn,Williamsburg,40.69372,-73.98395,Private room,98.0,2,8,2019-08-15,0.82,2,126
103534,Private room in East Village,477420,Sara,Manhattan,East Village,40.7567,-73.99617,Private room,101.0,7,10,2019-06-15,0.8,1,0
103535,Entire home/apt in Hell's Kitchen,495808,John,Manhattan,Hell's Kitchen,40.77925,-73.95696,Entire home/apt,147.0,1,5,2019-05-15,0.0,1,172
103536,Private room in Chelsea,206674,Alex,Manhattan,Chelsea,40.7462,-73.96074,Private room,160.0,3,5,2019-06-15,0.27,3,121
103537,Private room in Harlem,210808,David,Manhattan,Harlem,40.80983,-73.98261,Private room,152.0,1,3,2019-01-15,0.15,4,69
103538,Private room in Bedford-Stuyvesant,301233,Miguel,Brooklyn,Bedford-Stuyvesant,40.69652,-73.98161,Private room,72.0,1,4,2019-06-15,0.92,1,144
103539,Private room in Flatbush,454694,Alex,Brooklyn,Flatbush,40.65879,-73.90221,Private room,91.0,4,10,2019-02-15,0.08,2,244
103540,Entire home/apt in Greenpoint,657849,Chen,Brooklyn,Greenpoint,40.67777,-73.94729,Entire home/apt,172.0,30,16,2019-04-15,0.74,2,0
103541,Private room in Park Slope,779738,Fatima,Brooklyn,Park Slope,40.67506,-73.96572,Private room,52.0,30,22,2019-05-15,0.24,3,0
103542,Entire home/apt in St. George,283668,Sara,Staten Island,St. George,40.53591,-74.18319,Entire home/apt,39.0,7,11,2019-01-15,0.0,3,322
103543,Private room in Harlem,800278,Maria,Manhattan,Harlem,40.79391,-73.97452,Private room,97.0,2,3,2019-04-15,0.0,4,267
103544,Entire home/apt in Chelsea,984711,Miguel,Manhattan,Chelsea,40.74823,-73.93956,Entire home/apt,236.0,1,3,2019-01-15,0.06,1,238
103545,Private room in Crown Heights,868466,Alex,Brooklyn,Crown Heights,40.69066,-73.97669,Private room,121.0,14,9,2019-05-15,1.14,2,365
103546,Private room in Upper West Side,102193,Miguel,Manhattan,Upper West Side,40.7633,-73.97356,Private room,101.0,14,11,2019-07-15,0.32,1,124
103547,Private room in Hell's Kitchen,426559,John,Manhattan,Hell's Kitchen,40.74002,-73.98737,Private room,101.0,2,10,2019-06-15,0.21,1,278
103548,Entire home/apt in Crown Heights,740479,Maria,Brooklyn,Crown Heights,40.72649,-73.98614,Entire home/apt,154.0,4,23,2019-08-15,0.63,5,149
103549,Shared room in Upper West Side,936256,Priya,Manhattan,Upper West Side,40.78283,-73.96799,Shared room,67.0,7,0,,,3,365
103550,Private room in Upper East Side,34297,Miguel,Manhattan,Upper East Side,40.79285,-73.9151,Private room,60.0,2,6,2019-03-15,0.0,3,57
103551,Private room in Williamsburg,728874,David,Brooklyn,Williamsburg,40.67011,-73.95555,Private room,108.0,7,14,2019-02-15,0.0,2,114
103552,Entire home/apt in St. George,597395,Maria,Staten Island,St. George,40.52059,-74.14395,Entire home/apt,57.0,3,8,2019-08-15,0.28,1,192
103553,Entire home/apt in Harlem,206268,Fatima,Manhattan,Harlem,40.79591,-73.94449,Entire home/apt,232.0,30,14,2019-08-15,0.55,1,139
103554,Private room in Financial District,155349,Miguel,Manhattan,Financial District,40.76037,-73.9537,Private room,162.0,5,2,2019-03-15,0.0,1,365
103555,Entire home/apt in Greenpoint,671605,Maria,Brooklyn,Greenpoint,40.68945,-73.93901,Entire home/apt,140.0,3,11,2019-07-15,0.0,1,15
103556,Private room in Harlem,940560,Sara,Manhattan,Harlem,40.79074,-73.98157,Private room,180.0,5,17,2019-05-15,0.21,8,248
103557,Entire home/apt in Flatbush,712861,Chen,Brooklyn,Flatbush,40.67941,-73.95029,Entire home/apt,103.0,1,5,2019-02-15,0.26,1,21
103558,Entire home/apt in Harlem,270996,David,Manhattan,Harlem,40.77665,-73.98893,Entire home/apt,150.0,2,2,2019-05-15,0.04,1,0
103559,Entire home/apt in East Village,359161,Maria,Manhattan,East Village,40.79578,-74.00675,Entire home/apt,166.0,30,7,2019-04-15,0.0,4,39
103560,Entire home/apt in Greenpoint,420257,Priya,Brooklyn,Greenpoint,40.69616,-73.94912,Entire home/apt,91.0,3,10,2019-01-15,0.13,3,264
103561,Entire home/apt in Flushing,847539,Wei,Queens,Flushing,40.7577,-73.74354,Entire home/apt,159.0,2,6,2019-06-15,0.48,3,195
103562,Entire home/apt in Upper West Side,705361,Maria,Manhattan,Upper West Side,40.7967,-73.94577,Entire home/apt,174.0,14,3,2019-07-15,0.12,1,79
103563,Private room in Flushing,368233,Sara,Queens,Flushing,40.7433,-73.78642,Private room,42.0,2,0,,,1,68
103564,Entire home/apt in East Village,444190,Miguel,Manhattan,East Village,40.77086,-74.0344,Entire home/apt,225.0,4,5,2019-03-15,0.49,2,81
103565,Private room in Crown Heights,386009,Chen,Brooklyn,Crown Heights,40.66427,-73.98318,Private room,67.0,3,4,2019-04-15,0.06,5,282
103566,Entire home/apt in Park Slope,952471,Miguel,Brooklyn,Park Slope,40.64326,-73.87575,Entire home/apt,70.0,30,13,2019-07-15,1.11,3,73
103567,Entire home/apt in Hell's Kitchen,644602,Miguel,Manhattan,Hell's Kitchen,40.76628,-73.95566,Entire home/apt,172.0,3,6,2019-04-15,0.3,4,87
103568,Entire home/apt in Williamsburg,883854,Miguel,Brooklyn,Williamsburg,40.68365,-73.95887,Entire home/apt,125.0,5,20,2019-06-15,0.87,2,83
103569,Entire home/apt in Upper East Side,403052,Alex,Manhattan,Upper East Side,40.79895,-73.97715,Entire home/apt,165.0,3,1,2019-05-15,0.0,1,0
103570,Entire home/apt in Bushwick,143415,Maria,Brooklyn,Bushwick,40.67579,-73.93238,Entire home/apt,128.0,1,2,2019-04-15,0.47,2,73
103571,Entire home/apt in Park Slope,885690,Wei,Brooklyn,Park Slope,40.65359,-73.9395,Entire home/apt,130.0,2,2,2019-07-15,0.93,1,0
103572,Private room in Flushing,712726,Maria,Queens,Flushing,40.73962,-73.81119,Private room,51.0,2,9,2019-08-15,0.44,1,205
103573,Private room in Bedford-Stuyvesant,536713,Fatima,Brooklyn,Bedford-Stuyvesant,40.69802,-73.94278,Private room,115.0,1,9,2019-08-15,0.55,3,257
103574,Entire home/apt in Flatbush,342752,Wei,Brooklyn,Flatbush,40.6814,-73.91256,Entire home/apt,198.0,2,4,2019-03-15,0.0,2,0
103575,Private room in Long Island City,465524,Alex,Queens,Long Island City,40.77375,-73.84018,Private room,91.0,4,8,2019-08-15,0.38,1,295
103576,Entire home/apt in Park Slope,794532,John,Brooklyn,Park Slope,40.69082,-73.92121,Entire home/apt,143.0,2,2,2019-05-15,0.0,1,57
103577,Entire home/apt in Greenpoint,167325,Maria,Brooklyn,Greenpoint,40.66176,-73.95455,Entire home/apt,188.0,14,21,2019-03-15,0.74,1,35
103578,Entire home/apt in Greenpoint,945045,John,Brooklyn,Greenpoint,40.65497,-73.88873,Entire home/apt,192.0,5,11,2019-03-15,1.06,4,254
103579,Entire home/apt in East Village,69612,David,Manhattan,East Village,40.76844,-73.96891,Entire home/apt,274.0,1,5,2019-08-15,0.0,3,325
103580,Private room in Hell's Kitchen,558320,Chen,Manhattan,Hell's Kitchen,40.76766,-73.93694,Private room,120.0,2,9,2019-03-15,0.0,6,109
103581,Entire home/apt in Crown Heights,152736,Priya,Brooklyn,Crown Heights,40.6782,-73.95079,Entire home/apt,184.0,1,7,2019-08-15,0.0,2,196
103582,Entire home/apt in Park Slope,269004,Sara,Brooklyn,Park Slope,40.69994,-73.97386,Entire home/apt,146.0,3,5,2019-05-15,0.26,2,152
103583,Private room in Crown Heights,124472,Alex,Brooklyn,Crown Heights,40.70297,-73.93286,Private room,81.0,5,5,2019-05-15,0.0,5,17
103584,Private room in Greenpoint,960480,Maria,Brooklyn,Greenpoint,40.68155,-73.9719,Private room,89.0,2,11,2019-01-15,0.0,2,78
103585,Private room in Financial District,423420,,Manhattan,Financial District,40.75588,-73.98274,Private room,134.0,14,7,2019-07-15,0.23,2,292
103586,Private room in Greenpoint,859506,Miguel,Brooklyn,Greenpoint,40.67608,-73.95314,Private room,102.0,3,3,2019-06-15,0.04,3,18
103587,Private room in Williamsburg,934913,Alex,Brooklyn,Williamsburg,40.69186,-73.95387,Private room,82.0,1,0,,,1,307
103588,Entire home/apt in Bushwick,459126,Alex,Brooklyn,Bushwick,40.69282,-73.98166,Entire home/apt,133.0,2,15,2019-01-15,0.64,4,82
103589,Entire home/apt in Harlem,741324,Wei,Manhattan,Harlem,40.74956,-73.95659,Entire home/apt,363.0,1,11,2019-05-15,0.0,1,0
103590,Private room in Chelsea,892074,Wei,Manhattan,Chelsea,40.79166,-74.00637,Private room,143.0,3,3,2019-03-15,0.0,2,292
103591,Private room in Midtown,674716,Sara,Manhattan,Midtown,40.73404,-73.99131,Private room,196.0,1,4,2019-01-15,0.36,1,49
103592,Entire home/apt in Flushing,562591,Wei,Queens,Flushing,40.72458,-73.74185,Entire home/apt,72.0,1,14,2019-07-15,0.11,2,231
103593,Entire home/apt in Midtown,338711,David,Manhattan,Midtown,40.752,-73.98355,Entire home/apt,117.0,5,13,2019-01-15,0.59,3,258
103594,Private room in Crown Heights,774974,Maria,Brooklyn,Crown Heights,40.68716,-73.92315,Private room,60.0,1,18,2019-01-15,0.83,1,236
103595,Entire home/apt in East Village,41429,Wei,Manhattan,East Village,40.75942,-73.97206,Entire home/apt,275.0,1,9,2019-04-15,0.46,4,124
103596,Private room in Crown Heights,787842,Maria,Brooklyn,Crown Heights,40.71051,-73.94298,Private room,117.0,2,2,2019-05-15,0.0,1,0
103597,Private room in Financial District,682600,Maria,Manhattan,Financial District,40.77214,-73.95359,Private room,178.0,1,0,,,1,329
103598,Private room in Flatbush,175712,John,Brooklyn,Flatbush,40.67336,-73.91834,Private room,73.0,3,7,2019-02-15,0.0,1,200
103599,Entire home/apt in Astoria,469447,Maria,Queens,Astoria,40.758,-73.79066,Entire home/apt,151.0,1,14,2019-06-15,0.79,3,125
103600,Private room in Greenpoint,203183,Alex,Brooklyn,Greenpoint,40.6316,-73.96439,Private room,68.0,1,10,2019-05-15,0.22,3,97
103601,Entire home/apt in Flatbush,60772,Chen,Brooklyn,Flatbush,40.72682,-73.98706,Entire home/apt,170.0,1,3,2019-04-15,0.0,1,111
103602,Private room in Upper West Side,922894,Priya,Manhattan,Upper West Side,40.74883,-73.95245,Private room,69.0,30,0,,,3,69
103603,Entire home/apt in Hell's Kitchen,497482,David,Manhattan,Hell's Kitchen,40.78803,-73.96203,Entire home/apt,204.0,2,13,2019-06-15,0.35,4,225
103604,Private room in Crown Heights,91009,John,Brooklyn,Crown Heights,40.687,-74.01019,Private room,69.0,3,21,2019-08-15,0.01,1,129
103605,Entire home/apt in St. George,17093,John,Staten Island,St. George,40.56836,-74.15916,Entire home/apt,60.0,3,22,2019-08-15,0.6,1,157
103606,Entire home/apt in Financial District,936188,Fatima,Manhattan,Financial District,40.78395,-73.94292,Entire home/apt,207.0,14,6,2019-03-15,0.51,3,145
103607,Entire home/apt in Upper East Side,605835,Maria,Manhattan,Upper East Side,40.75344,-73.91837,Entire home/apt,161.0,1,3,2019-06-15,0.0,3,252
103608,Entire home/apt in Flatbush,109148,David,Brooklyn,Flatbush,40.67247,-73.97631,Entire home/apt,278.0,1,4,2019-03-15,0.35,2,173
103609,Private room in Upper West Side,112395,Chen,Manhattan,Upper West Side,40.80129,-73.96907,Private room,112.0,5,2,2019-04-15,0.55,1,265
103610,Private room in Harlem,252575,Sara,Manhattan,Harlem,40.80456,-73.94175,Private room,117.0,4,5,2019-01-15,0.21,3,28
103611,Entire home/apt in Upper East Side,923156,Priya,Manhattan,Upper East Side,40.79087,-73.95676,Entire home/apt,179.0,7,6,2019-01-15,0.82,1,34
103612,Private room in Financial District,53182,Priya,Manhattan,Financial District,40.74341,-73.99558,Private room,118.0,1,3,2019-02-15,0.69,3,131
103613,Entire home/apt in Flatbush,658582,Priya,Brooklyn,Flatbush,40.70829,-73.96889,Entire home/apt,242.0,3,17,2019-04-15,0.28,2,293
103614,Private room in East Village,966869,Chen,Manhattan,East Village,40.7617,-73.95063,Private room,171.0,14,1,2019-02-15,0.17,2,158
103615,Entire home/apt in Midtown,787727,Maria,Manhattan,Midtown,40.78627,-73.97166,Entire home/apt,114.0,2,15,2019-08-15,0.26,2,0
103616,Entire home/apt in Long Island City,267166,Sara,Queens,Long Island City,40.75764,-73.74902,Entire home/apt,62.0,2,12,2019-07-15,0.04,1,237
103617,Entire home/apt in Tompkinsville,255725,Priya,Staten Island,Tompkinsville,40.58576,-74.16408,Entire home/apt,78.0,4,19,2019-01-15,0.87,2,143
103618,Entire home/apt in Williamsburg,485510,Maria,Brooklyn,Williamsburg,40.70811,-73.95006,Entire home/apt,205.0,2,5,2019-02-15,0.29,3,167
103619,Entire home/apt in Flushing,863643,Priya,Queens,Flushing,40.75902,-73.74443,Entire home/apt,109.0,4,17,2019-08-15,0.86,2,270
103620,Shared room in Park Slope,614736,John,Brooklyn,Park Slope,40.67839,-73.89356,Shared room,50.0,3,5,2019-02-15,0.45,2,36
103621,Private room in Park Slope,626888,Miguel,Brooklyn,Park Slope,40.68641,-73.96009,Private room,77.0,3,11,2019-07-15,0.31,1,365
103622,Entire home/apt in Upper East Side,283366,David,Manhattan,Upper East Side,40.77168,-73.974,Entire home/apt,215.0,3,1,2019-02-15,0.41,2,70
103623,Entire home/apt in Chelsea,269414,Maria,Manhattan,Chelsea,40.81972,-73.9654,Entire home/apt,206.0,2,5,2019-07-15,0.36,2,0
103624,Private room in Chelsea,401066,Miguel,Manhattan,Chelsea,40.764,-73.99537,Private room,112.0,1,2,2019-07-15,0.87,3,195
103625,Entire home/apt in Bedford-Stuyvesant,348491,John,Brooklyn,Bedford-Stuyvesant,40.65676,-73.95047,Entire home/apt,133.0,1,6,2019-04-15,0.33,1,142
103626,Entire home/apt in Midtown,951955,Maria,Manhattan,Midtown,40.76906,-73.96274,Entire home/apt,261.0,5,1,2019-06-15,0.02,2,0
103627,Entire home/apt in East Village,252342,Wei,Manhattan,East Village,40.78412,-73.99851,Entire home/apt,272.0,1,8,2019-06-15,0.51,4,263
103628,Private room in Hell's Kitchen,973877,Priya,Manhattan,Hell's Kitchen,40.79326,-74.00188,Private room,104.0,1,6,2019-03-15,0.57,1,113
103629,Entire home/apt in Midtown,833916,Wei,Manhattan,Midtown,40.78251,-73.98032,Entire home/apt,272.0,3,3,2019-08-15,0.0,1,189
103630,Private room in Chelsea,477873,Maria,Manhattan,Chelsea,40.77809,-73.99716,Private room,94.0,1,5,2019-05-15,0.01,4,0
103631,Entire home/apt in Ridgewood,471737,Sara,Queens,Ridgewood,40.74129,-73.73682,Entire home/apt,99.0,14,3,2019-05-15,0.29,1,111
103632,Entire home/apt in Astoria,764302,Priya,Queens,Astoria,40.7294,-73.7619,Entire home/apt,80.0,2,6,2019-05-15,0.44,1,365
103633,Shared room in Williamsburg,131778,Maria,Brooklyn,Williamsburg,40.68208,-73.96201,Shared room,41.0,4,5,2019-07-15,0.19,1,181
103634,Entire home/apt in Williamsburg,441792,Alex,Brooklyn,Williamsburg,40.68631,-73.93878,Entire home/apt,98.0,1,11,2019-04-15,0.42,1,149
103635,Private room in Financial District,602975,John,Manhattan,Financial District,40.77978,-73.96273,Private room,109.0,2,13,2019-02-15,0.93,4,365
103636,Private room in Park Slope,315282,Alex,Brooklyn,Park Slope,40.66367,-73.94154,Private room,72.0,7,3,2019-08-15,0.83,2,193
103637,Entire home/apt in Park Slope,374226,Priya,Brooklyn,Park Slope,40.65573,-73.93229,Entire home/apt,126.0,7,9,2019-02-15,0.57,1,365
103638,Private room in Hell's Kitchen,493195,David,Manhattan,Hell's Kitchen,40.77088,-73.9619,Private room,170.0,7,13,2019-03-15,0.64,1,223
103639,Private room in Long Island City,809894,Maria,Queens,Long Island City,40.72032,-73.72525,Private room,73.0,2,8,2019-05-15,0.25,2,103
103640,Private room in Bedford-Stuyvesant,625727,Priya,Brooklyn,Bedford-Stuyvesant,40.69405,-73.95866,Private room,100.0,2,7,2019-05-15,0.99,2,141
103641,Private room in Park Slope,884851,Priya,Brooklyn,Park Slope,40.64529,-73.95677,Private room,44.0,1,4,2019-03-15,0.01,1,365
103642,Entire home/apt in Bushwick,937077,John,Brooklyn,Bushwick,40.66461,-73.93274,Entire home/apt,110.0,2,8,2019-05-15,0.35,3,75
103643,Entire home/apt in Upper East Side,625177,Miguel,Manhattan,Upper East Side,40.80439,-73.96557,Entire home/apt,224.0,4,5,2019-06-15,0.01,1,105
103644,Private room in Williamsburg,337574,Priya,Brooklyn,Williamsburg,40.68814,-73.95293,Private room,106.0,1,6,2019-08-15,0.25,3,0
103645,Entire home/apt in Ridgewood,879593,Sara,Queens,Ridgewood,40.71875,-73.74455,Entire home/apt,49.0,1,5,2019-06-15,0.17,4,98
103646,Private room in Financial District,944572,Wei,Manhattan,Financial District,40.78452,-73.97113,Private room,138.0,1,4,2019-08-15,0.35,2,120
103647,Entire home/apt in East Village,556783,John,Manhattan,East Village,40.76781,-73.97271,Entire home/apt,150.0,1,18,2019-02-15,0.65,2,324
103648,Entire home/apt in Harlem,324166,Alex,Manhattan,Harlem,40.80042,-74.02391,Entire home/apt,122.0,3,4,2019-08-15,0.0,2,218
103649,Private room in Flushing,419481,Priya,Queens,Flushing,40.7489,-73.76902,Private room,35.0,1,6,2019-06-15,0.0,3,0
103650,Entire home/apt in Crown Heights,815046,Alex,Brooklyn,Crown Heights,40.70194,-73.99135,Entire home/apt,130.0,7,2,2019-05-15,0.14,2,144
103651,Entire home/apt in Harlem,404556,Maria,Manhattan,Harlem,40.80262,-73.97565,Entire home/apt,268.0,5,18,2019-05-15,0.81,1,113
103652,Entire home/apt in Harlem,637137,Fatima,Manhattan,Harlem,40.77549,-73.97104,Entire home/apt,237.0,2,6,2019-02-15,0.3,1,22
103653,Private room in Park Slope,272940,David,Brooklyn,Park Slope,40.69275,-73.94066,Private room,82.0,2,6,2019-07-15,0.15,2,54
103654,Private room in Flatbush,834772,Alex,Brooklyn,Flatbush,40.66104,-73.95271,Private room,74.0,3,8,2019-01-15,0.0,1,104
103655,Entire home/apt in Chelsea,726080,Miguel,Manhattan,Chelsea,40.77463,-73.94916,Entire home/apt,167.0,1,11,2019-07-15,0.03,3,0
103656,Private room in Greenpoint,569738,John,Brooklyn,Greenpoint,40.67275,-73.92029,Private room,91.0,4,6,2019-07-15,0.0,4,12
103657,Entire home/apt in Financial District,716637,Maria,Manhattan,Financial District,40.793,-73.98115,Entire home/apt,123.0,5,15,2019-02-15,0.38,1,24
103658,Entire home/apt in Hell's Kitchen,580154,John,Manhattan,Hell's Kitchen,40.81946,-73.93862,Entire home/apt,252.0,2,8,2019-08-15,0.11,4,138
103659,Private room in Crown Heights,586038,Priya,Brooklyn,Crown Heights,40.66364,-73.9429,Private room,46.0,1,3,2019-04-15,0.13,7,84
103660,Entire home/apt in Upper East Side,167401,Alex,Manhattan,Upper East Side,40.77157,-73.97162,Entire home/apt,182.0,3,1,2019-03-15,0.0,2,150
103661,Private room in Bushwick,678270,David,Brooklyn,Bushwick,40.688,-73.93414,Private room,78.0,5,8,2019-03-15,0.0,1,103
103662,Entire home/apt in Park Slope,996142,Alex,Brooklyn,Park Slope,40.67874,-73.85548,Entire home/apt,71.0,2,8,2019-08-15,0.0,1,282
103663,Entire home/apt in Bedford-Stuyvesant,543707,Chen,Brooklyn,Bedford-Stuyvesant,40.64702,-73.92734,Entire home/apt,133.0,3,1,2019-01-15,0.0,1,365
103664,Entire home/apt in Bushwick,910538,Chen,Brooklyn,Bushwick,40.69508,-73.95377,Entire home/apt,148.0,1,3,2019-06-15,0.05,1,324
103665,Private room in Financial District,837810,Chen,Manhattan,Financial District,40.81169,-73.99252,Private room,103.0,2,3,2019-03-15,0.0,8,133
103666,Entire home/apt in Upper West Side,134826,Maria,Manhattan,Upper West Side,40.78293,-73.98024,Entire home/apt,188.0,7,5,2019-06-15,0.17,5,216
103667,Entire home/apt in Upper West Side,514265,David,Manhattan,Upper West Side,40.82031,-73.98634,Entire home/apt,165.0,3,7,2019-02-15,0.51,1,171
103668,Entire home/apt in Harlem,781337,John,Manhattan,Harlem,40.7329,-73.90291,Entire home/apt,202.0,2,3,2019-07-15,0.0,3,169
103669,Private room in Williamsburg,437794,David,Brooklyn,Williamsburg,40.66843,-73.97439,Private room,95.0,2,12,2019-07-15,0.31,2,198
103670,Entire home/apt in Midtown,373939,Wei,Manhattan,Midtown,40.78604,-73.98616,Entire home/apt,287.0,2,9,2019-02-15,0.63,1,87
103671,Private room in Crown Heights,177551,John,Brooklyn,Crown Heights,40.66931,-73.94534,Private room,64.0,2,13,2019-03-15,0.69,1,53
103672,Entire home/apt in Flatbush,441049,David,Brooklyn,Flatbush,40.69807,-73.93357,Entire home/apt,191.0,2,7,2019-06-15,0.0,1,159
103673,Private room in Upper East Side,398947,David,Manhattan,Upper East Side,40.74165,-73.98806,Private room,204.0,7,5,2019-05-15,0.31,2,352
103674,Entire home/apt in Flatbush,141442,David,Brooklyn,Flatbush,40.68836,-73.96545,Entire home/apt,155.0,5,1,2019-06-15,0.5,2,24
103675,Entire home/apt in Harlem,755534,Maria,Manhattan,Harlem,40.79123,-73.96693,Entire home/apt,197.0,1,1,2019-07-15,0.0,1,91
